CaseID,Activity,StartTimestamp,EndTimestamp
302,manufacture B,4382.0,4822.0
305,arrange standard order,4382.0,4397.0
306,place order,4390.0,4392.0
306,arrange standard order,4392.0,4407.0
305,pick from stock C,4397.0,4457.0
307,place order,4400.0,4402.0
304,manufacture B,4402.0,4794.0
307,arrange standard order,4402.0,4415.0
203,order completed,4405.0,4406.0
295,attempt delivery A,4405.0,5126.0
306,pick from stock B,4407.0,4430.0
278,pack A,4408.0,4425.0
308,place order,4410.0,4412.0
271,attempt delivery C,4412.0,6046.0
308,arrange standard order,4412.0,4427.0
103,order completed,4412.0,4413.0
303,pack B,4414.0,4433.0
307,pick from stock C,4415.0,4452.0
242,order completed,4416.0,4417.0
262,attempt delivery A,4416.0,5275.0
309,place order,4420.0,4422.0
300,attempt delivery A,4422.0,5512.0
309,arrange custom order,4422.0,4444.0
210,order completed,4422.0,4423.0
235,pack C,4425.0,4474.0
249,manufacture A,4425.0,4687.0
308,pick from stock B,4427.0,4478.0
310,place order,4430.0,4432.0
306,pack A,4432.0,4447.0
310,arrange standard order,4432.0,4446.0
311,place order,4440.0,4442.0
311,arrange standard order,4442.0,4456.0
310,pick from stock A,4446.0,4459.0
312,place order,4450.0,4452.0
307,pack A,4452.0,4470.0
312,arrange standard order,4452.0,4465.0
311,pick from stock A,4456.0,4486.0
305,pack A,4457.0,4475.0
313,place order,4460.0,4462.0
313,arrange standard order,4462.0,4473.0
312,pick from stock C,4465.0,4528.0
283,pack C,4466.0,4498.0
314,place order,4470.0,4472.0
310,pack A,4472.0,4489.0
314,arrange custom order,4472.0,4495.0
313,pick from stock C,4473.0,4550.0
238,order completed,4477.0,4478.0
307,attempt delivery A,4477.0,5509.0
308,pack A,4478.0,4492.0
240,pack B,4479.0,4509.0
252,manufacture A,4479.0,4819.0
315,place order,4480.0,4482.0
315,arrange standard order,4482.0,4493.0
311,pack A,4489.0,4508.0
316,place order,4490.0,4492.0
316,arrange standard order,4492.0,4502.0
314,manufacture B,4495.0,4934.0
236,order completed,4497.0,4498.0
317,place order,4500.0,4502.0
243,pack A,4502.0,4522.0
254,manufacture A,4502.0,4825.0
316,pick from stock A,4502.0,4534.0
317,arrange custom order,4502.0,4529.0
145,order completed,4507.0,4508.0
224,attempt delivery B,4507.0,6282.0
240,attempt delivery A,4509.0,5847.0
318,place order,4510.0,4512.0
318,arrange custom order,4512.0,4539.0
160,order completed,4513.0,4514.0
301,attempt delivery C,4513.0,6951.0
319,place order,4520.0,4522.0
319,arrange custom order,4522.0,4549.0
312,pack C,4528.0,4563.0
315,pick from stock C,4528.0,4558.0
320,place order,4530.0,4532.0
320,arrange custom order,4532.0,4555.0
316,pack C,4534.0,4561.0
286,pack A,4549.0,4559.0
313,pack B,4550.0,4575.0
306,attempt delivery C,4555.0,7085.0
117,order completed,4555.0,4556.0
315,pack A,4558.0,4570.0
226,order completed,4560.0,4561.0
297,attempt delivery B,4561.0,6218.0
171,order completed,4561.0,4562.0
312,attempt delivery A,4563.0,5444.0
290,pack A,4584.0,4601.0
158,order completed,4586.0,4587.0
230,attempt delivery B,4586.0,6388.0
284,pack C,4589.0,4616.0
181,order completed,4604.0,4605.0
278,attempt delivery B,4604.0,6461.0
111,order completed,4608.0,4609.0
305,attempt delivery C,4608.0,7485.0
196,order completed,4609.0,4610.0
127,order completed,4614.0,4615.0
310,attempt delivery C,4614.0,6304.0
284,attempt delivery A,4616.0,5443.0
221,order completed,4628.0,4629.0
321,place order,4630.0,4632.0
303,attempt delivery B,4632.0,6441.0
293,pack B,4632.0,4653.0
321,arrange custom order,4632.0,4661.0
149,order completed,4632.0,4633.0
208,order completed,4634.0,4635.0
235,attempt delivery B,4634.0,6531.0
202,order completed,4636.0,4637.0
308,attempt delivery C,4636.0,6117.0
322,place order,4640.0,4642.0
322,arrange custom order,4642.0,4670.0
323,place order,4650.0,4652.0
323,arrange custom order,4652.0,4679.0
293,attempt delivery A,4653.0,5958.0
324,place order,4660.0,4662.0
283,attempt delivery B,4662.0,6624.0
321,manufacture B,4662.0,5081.0
324,arrange standard order,4662.0,4677.0
180,order completed,4662.0,4663.0
325,place order,4670.0,4672.0
325,arrange custom order,4672.0,4694.0
324,pick from stock C,4677.0,4732.0
323,manufacture B,4679.0,5118.0
326,place order,4680.0,4682.0
311,attempt delivery C,4682.0,7117.0
326,arrange standard order,4682.0,4693.0
195,order completed,4682.0,4683.0
205,order completed,4685.0,4686.0
249,pack C,4687.0,4722.0
255,manufacture A,4687.0,4958.0
327,place order,4690.0,4692.0
327,arrange custom order,4692.0,4717.0
326,pick from stock B,4693.0,4738.0
325,manufacture B,4694.0,5118.0
328,place order,4700.0,4702.0
328,arrange custom order,4702.0,4726.0
329,place order,4710.0,4712.0
246,pack A,4712.0,4724.0
260,manufacture A,4712.0,4969.0
329,arrange standard order,4712.0,4724.0
327,manufacture B,4717.0,5116.0
330,place order,4720.0,4722.0
330,arrange custom order,4722.0,4743.0
329,pick from stock B,4724.0,4752.0
328,manufacture B,4726.0,5170.0
192,order completed,4729.0,4730.0
331,place order,4730.0,4732.0
286,attempt delivery C,4732.0,6830.0
324,pack C,4732.0,4761.0
331,arrange standard order,4732.0,4744.0
186,order completed,4732.0,4733.0
326,pack A,4738.0,4756.0
332,place order,4740.0,4742.0
332,arrange standard order,4742.0,4757.0
330,manufacture B,4743.0,5198.0
331,pick from stock C,4744.0,4804.0
333,place order,4750.0,4752.0
329,pack A,4752.0,4762.0
333,arrange standard order,4752.0,4767.0
332,pick from stock B,4757.0,4782.0
334,place order,4760.0,4762.0
329,attempt delivery A,4762.0,5758.0
334,arrange standard order,4762.0,4772.0
164,order completed,4764.0,4765.0
243,attempt delivery B,4764.0,6905.0
333,pick from stock A,4767.0,4781.0
335,place order,4770.0,4772.0
334,pick from stock A,4772.0,4801.0
335,arrange custom order,4772.0,4796.0
214,order completed,4773.0,4774.0
316,attempt delivery B,4773.0,6483.0
336,place order,4780.0,4782.0
246,attempt delivery B,4782.0,6550.0
333,pack C,4782.0,4822.0
332,pack A,4782.0,4794.0
336,arrange custom order,4782.0,4809.0
166,order completed,4782.0,4783.0
337,place order,4790.0,4792.0
337,arrange custom order,4792.0,4817.0
304,pack B,4794.0,4816.0
335,manufacture B,4796.0,5258.0
338,place order,4800.0,4802.0
334,pack A,4802.0,4819.0
338,arrange custom order,4802.0,4832.0
331,pack A,4804.0,4819.0
188,order completed,4807.0,4808.0
339,place order,4810.0,4812.0
339,arrange custom order,4812.0,4835.0
337,manufacture B,4817.0,5260.0
266,manufacture A,4819.0,5124.0
252,pack A,4819.0,4838.0
340,place order,4820.0,4822.0
302,pack A,4822.0,4835.0
333,attempt delivery A,4822.0,6206.0
340,arrange standard order,4822.0,4833.0
254,pack B,4825.0,4853.0
285,manufacture A,4825.0,5176.0
338,manufacture B,4832.0,5193.0
340,pick from stock C,4833.0,4870.0
302,attempt delivery A,4835.0,5797.0
116,order completed,4839.0,4840.0
315,attempt delivery C,4839.0,6956.0
340,pack C,4870.0,4906.0
143,order completed,4889.0,4890.0
313,attempt delivery C,4889.0,7205.0
233,order completed,4901.0,4902.0
290,attempt delivery C,4901.0,7417.0
249,attempt delivery C,4906.0,7354.0
174,order completed,4906.0,4907.0
341,place order,4920.0,4922.0
334,attempt delivery C,4922.0,7282.0
341,arrange standard order,4922.0,4935.0
105,order completed,4922.0,4923.0
215,order completed,4928.0,4929.0
326,attempt delivery B,4928.0,6506.0
342,place order,4930.0,4932.0
342,arrange custom order,4932.0,4961.0
324,attempt delivery B,4934.0,6764.0
314,pack A,4934.0,4949.0
212,order completed,4934.0,4935.0
339,manufacture B,4934.0,5333.0
341,pick from stock A,4935.0,4973.0
343,place order,4940.0,4942.0
343,arrange custom order,4942.0,4966.0
250,order completed,4944.0,4945.0
254,attempt delivery A,4944.0,6155.0
344,place order,4950.0,4952.0
344,arrange standard order,4952.0,4963.0
255,pack A,4958.0,4976.0
292,manufacture A,4958.0,5231.0
345,place order,4960.0,4962.0
345,arrange standard order,4962.0,4973.0
344,pick from stock A,4963.0,5001.0
260,pack C,4969.0,5007.0
296,manufacture A,4969.0,5237.0
346,place order,4970.0,4972.0
346,arrange standard order,4972.0,4986.0
341,pack A,4973.0,4991.0
345,pick from stock B,4973.0,5022.0
200,order completed,4979.0,4980.0
332,attempt delivery B,4979.0,6618.0
347,place order,4980.0,4982.0
347,arrange standard order,4982.0,4997.0
280,order completed,4984.0,4985.0
340,attempt delivery A,4984.0,5943.0
346,pick from stock C,4986.0,5050.0
348,place order,4990.0,4992.0
348,arrange standard order,4992.0,5006.0
347,pick from stock A,4997.0,5031.0
349,place order,5000.0,5002.0
344,pack B,5002.0,5027.0
314,attempt delivery A,5002.0,5918.0
349,arrange custom order,5002.0,5025.0
272,order completed,5002.0,5003.0
348,pick from stock C,5006.0,5043.0
350,place order,5010.0,5012.0
350,arrange custom order,5012.0,5040.0
351,place order,5020.0,5022.0
345,pack B,5022.0,5047.0
351,arrange standard order,5022.0,5033.0
352,place order,5030.0,5032.0
347,pack A,5032.0,5049.0
352,arrange custom order,5032.0,5054.0
175,order completed,5036.0,5037.0
304,attempt delivery B,5036.0,6830.0
353,place order,5040.0,5042.0
353,arrange standard order,5042.0,5056.0
348,pack B,5043.0,5068.0
351,pick from stock C,5043.0,5076.0
354,place order,5050.0,5052.0
346,pack C,5052.0,5099.0
354,arrange custom order,5052.0,5073.0
259,order completed,5055.0,5056.0
345,attempt delivery A,5055.0,5849.0
353,pick from stock A,5056.0,5079.0
355,place order,5060.0,5062.0
355,arrange custom order,5062.0,5085.0
213,order completed,5063.0,5064.0
341,attempt delivery B,5063.0,6513.0
356,place order,5070.0,5072.0
356,arrange custom order,5072.0,5100.0
351,pack A,5076.0,5087.0
353,pack A,5079.0,5090.0
357,place order,5080.0,5082.0
342,manufacture B,5082.0,5536.0
357,arrange custom order,5082.0,5109.0
348,attempt delivery A,5085.0,6299.0
270,order completed,5085.0,5086.0
321,pack A,5087.0,5104.0
358,place order,5090.0,5092.0
344,attempt delivery B,5092.0,7079.0
358,arrange standard order,5092.0,5103.0
231,order completed,5092.0,5093.0
359,place order,5100.0,5102.0
359,arrange standard order,5102.0,5116.0
347,attempt delivery B,5103.0,6949.0
358,pick from stock C,5103.0,5178.0
229,order completed,5103.0,5104.0
351,attempt delivery B,5109.0,6682.0
183,order completed,5109.0,5110.0
360,place order,5110.0,5112.0
360,arrange standard order,5112.0,5126.0
327,pack A,5116.0,5135.0
343,manufacture B,5116.0,5581.0
359,pick from stock C,5116.0,5164.0
323,pack B,5118.0,5139.0
349,manufacture B,5118.0,5481.0
325,pack A,5118.0,5134.0
354,manufacture B,5118.0,5584.0
266,pack C,5124.0,5159.0
309,manufacture A,5124.0,5371.0
353,attempt delivery A,5126.0,6458.0
360,pick from stock A,5126.0,5152.0
295,order completed,5126.0,5127.0
331,attempt delivery C,5134.0,6907.0
190,order completed,5134.0,5135.0
360,pack A,5152.0,5168.0
359,pack B,5164.0,5190.0
274,order completed,5169.0,5170.0
346,attempt delivery A,5169.0,5998.0
328,pack A,5170.0,5182.0
356,manufacture B,5170.0,5563.0
269,order completed,5175.0,5176.0
321,attempt delivery A,5175.0,6539.0
252,attempt delivery C,5176.0,7160.0
285,pack B,5176.0,5206.0
176,order completed,5176.0,5177.0
317,manufacture A,5176.0,5416.0
358,pack A,5178.0,5190.0
279,order completed,5187.0,5188.0
323,attempt delivery A,5187.0,6472.0
338,pack C,5193.0,5241.0
330,pack A,5198.0,5211.0
179,order completed,5201.0,5202.0
327,attempt delivery B,5201.0,7344.0
361,place order,5210.0,5212.0
361,arrange standard order,5212.0,5224.0
282,order completed,5218.0,5219.0
360,attempt delivery A,5218.0,6516.0
362,place order,5220.0,5222.0
362,arrange custom order,5222.0,5246.0
361,pick from stock A,5224.0,5245.0
363,place order,5230.0,5232.0
292,pack A,5232.0,5248.0
318,manufacture A,5232.0,5544.0
363,arrange standard order,5232.0,5243.0
296,pack B,5237.0,5267.0
319,manufacture A,5237.0,5526.0
364,place order,5240.0,5242.0
364,arrange custom order,5242.0,5270.0
363,pick from stock C,5243.0,5287.0
361,pack A,5245.0,5264.0
362,manufacture B,5246.0,5639.0
365,place order,5250.0,5252.0
365,arrange custom order,5252.0,5276.0
335,pack B,5258.0,5274.0
366,place order,5260.0,5262.0
337,pack B,5262.0,5287.0
366,arrange standard order,5262.0,5272.0
359,attempt delivery A,5267.0,6174.0
258,order completed,5267.0,5268.0
265,order completed,5268.0,5269.0
285,attempt delivery A,5268.0,6304.0
367,place order,5270.0,5272.0
364,manufacture B,5272.0,5672.0
366,pick from stock C,5272.0,5314.0
367,arrange standard order,5272.0,5284.0
262,order completed,5275.0,5276.0
338,attempt delivery A,5275.0,6462.0
365,manufacture B,5276.0,5695.0
368,place order,5280.0,5282.0
368,arrange custom order,5282.0,5308.0
255,attempt delivery C,5287.0,6851.0
363,pack A,5287.0,5298.0
367,pick from stock C,5287.0,5328.0
173,order completed,5287.0,5288.0
369,place order,5290.0,5292.0
369,arrange custom order,5292.0,5319.0
370,place order,5300.0,5302.0
330,attempt delivery B,5302.0,7256.0
370,arrange standard order,5302.0,5312.0
198,order completed,5302.0,5303.0
368,manufacture B,5308.0,5681.0
371,place order,5310.0,5312.0
371,arrange custom order,5312.0,5341.0
366,pack B,5314.0,5337.0
370,pick from stock C,5314.0,5390.0
372,place order,5320.0,5322.0
372,arrange standard order,5322.0,5334.0
367,pack A,5328.0,5340.0
373,place order,5330.0,5332.0
373,arrange standard order,5332.0,5347.0
339,pack A,5333.0,5346.0
369,manufacture B,5333.0,5806.0
372,pick from stock A,5334.0,5368.0
227,order completed,5335.0,5336.0
260,attempt delivery C,5335.0,7519.0
374,place order,5340.0,5342.0
374,arrange standard order,5342.0,5357.0
373,pick from stock A,5347.0,5379.0
375,place order,5350.0,5352.0
375,arrange custom order,5352.0,5377.0
335,attempt delivery B,5359.0,7484.0
225,order completed,5359.0,5360.0
292,attempt delivery A,5359.0,6218.0
287,order completed,5360.0,5361.0
376,place order,5361.0,5363.0
376,arrange standard order,5363.0,5377.0
201,order completed,5367.0,5368.0
367,attempt delivery B,5367.0,7190.0
372,pack A,5368.0,5387.0
374,pick from stock A,5368.0,5403.0
377,place order,5370.0,5372.0
309,pack B,5372.0,5389.0
320,manufacture A,5372.0,5674.0
377,arrange standard order,5372.0,5387.0
373,pack A,5379.0,5393.0
376,pick from stock A,5379.0,5391.0
378,place order,5380.0,5382.0
378,arrange standard order,5382.0,5394.0
379,place order,5390.0,5392.0
370,pack A,5392.0,5411.0
377,pick from stock A,5392.0,5415.0
379,arrange standard order,5392.0,5406.0
376,pack A,5393.0,5412.0
378,pick from stock B,5394.0,5447.0
209,order completed,5397.0,5398.0
372,attempt delivery B,5397.0,7185.0
380,place order,5400.0,5402.0
380,arrange custom order,5402.0,5422.0
374,pack B,5403.0,5420.0
379,pick from stock C,5406.0,5485.0
147,order completed,5407.0,5408.0
325,attempt delivery C,5407.0,7026.0
377,pack A,5415.0,5425.0
317,pack B,5416.0,5434.0
322,manufacture A,5416.0,5747.0
284,order completed,5443.0,5444.0
296,attempt delivery A,5443.0,6497.0
312,order completed,5444.0,5445.0
363,attempt delivery A,5444.0,6464.0
373,attempt delivery B,5447.0,7158.0
378,pack B,5447.0,5472.0
184,order completed,5447.0,5448.0
349,pack C,5481.0,5511.0
371,manufacture B,5481.0,5913.0
379,pack C,5485.0,5532.0
381,place order,5500.0,5502.0
381,arrange custom order,5502.0,5530.0
307,order completed,5509.0,5510.0
366,attempt delivery A,5509.0,6599.0
382,place order,5510.0,5512.0
339,attempt delivery A,5512.0,6489.0
382,arrange standard order,5512.0,5524.0
300,order completed,5512.0,5513.0
232,order completed,5515.0,5516.0
370,attempt delivery B,5515.0,7096.0
383,place order,5520.0,5522.0
383,arrange custom order,5522.0,5548.0
382,pick from stock A,5524.0,5544.0
319,pack A,5526.0,5543.0
336,manufacture A,5526.0,5816.0
178,order completed,5527.0,5528.0
374,attempt delivery B,5527.0,7579.0
228,order completed,5528.0,5529.0
266,attempt delivery C,5528.0,7426.0
384,place order,5530.0,5532.0
376,attempt delivery A,5532.0,6742.0
384,arrange custom order,5532.0,5560.0
264,order completed,5532.0,5533.0
342,pack A,5536.0,5547.0
380,manufacture B,5536.0,5952.0
385,place order,5540.0,5542.0
385,arrange custom order,5542.0,5566.0
318,pack B,5544.0,5566.0
350,manufacture A,5544.0,5886.0
382,pack B,5544.0,5564.0
386,place order,5550.0,5552.0
386,arrange custom order,5552.0,5576.0
204,order completed,5553.0,5554.0
378,attempt delivery B,5553.0,7215.0
256,order completed,5554.0,5555.0
328,attempt delivery C,5554.0,7435.0
387,place order,5560.0,5562.0
387,arrange custom order,5562.0,5583.0
356,pack B,5563.0,5584.0
381,manufacture B,5563.0,5966.0
253,order completed,5565.0,5566.0
358,attempt delivery C,5565.0,7009.0
187,order completed,5568.0,5569.0
361,attempt delivery C,5568.0,7853.0
388,place order,5570.0,5572.0
388,arrange custom order,5572.0,5600.0
389,place order,5580.0,5582.0
343,pack A,5582.0,5592.0
384,manufacture B,5582.0,6034.0
337,attempt delivery C,5582.0,7976.0
389,arrange standard order,5582.0,5597.0
211,order completed,5582.0,5583.0
379,attempt delivery B,5583.0,7084.0
194,order completed,5583.0,5584.0
354,pack C,5584.0,5621.0
385,manufacture B,5584.0,5979.0
390,place order,5590.0,5592.0
390,arrange custom order,5592.0,5622.0
389,pick from stock A,5597.0,5614.0
391,place order,5600.0,5602.0
391,arrange standard order,5602.0,5614.0
392,place order,5610.0,5612.0
392,arrange custom order,5612.0,5633.0
389,pack B,5614.0,5639.0
391,pick from stock A,5614.0,5630.0
393,place order,5620.0,5622.0
393,arrange standard order,5622.0,5632.0
294,order completed,5627.0,5628.0
349,attempt delivery A,5627.0,6562.0
394,place order,5630.0,5632.0
391,pack A,5632.0,5644.0
393,pick from stock B,5632.0,5664.0
394,arrange custom order,5632.0,5659.0
362,pack B,5639.0,5654.0
386,manufacture B,5639.0,6117.0
395,place order,5640.0,5642.0
395,arrange standard order,5642.0,5653.0
396,place order,5650.0,5652.0
396,arrange custom order,5652.0,5678.0
395,pick from stock C,5653.0,5725.0
397,place order,5660.0,5662.0
397,arrange standard order,5662.0,5672.0
393,pack A,5664.0,5675.0
398,place order,5670.0,5672.0
364,pack A,5672.0,5683.0
387,manufacture B,5672.0,6143.0
397,pick from stock C,5672.0,5710.0
398,arrange custom order,5672.0,5700.0
320,pack B,5674.0,5704.0
352,manufacture A,5674.0,5964.0
399,place order,5680.0,5682.0
368,pack A,5682.0,5692.0
388,manufacture B,5682.0,6157.0
399,arrange custom order,5682.0,5709.0
400,place order,5690.0,5692.0
400,arrange custom order,5692.0,5715.0
365,pack C,5695.0,5734.0
309,attempt delivery C,5700.0,7622.0
398,manufacture B,5700.0,6122.0
248,order completed,5700.0,5701.0
397,pack A,5710.0,5727.0
267,order completed,5720.0,5721.0
319,attempt delivery B,5720.0,7477.0
395,pack A,5725.0,5740.0
182,order completed,5742.0,5743.0
377,attempt delivery C,5742.0,7519.0
322,pack C,5747.0,5797.0
355,manufacture A,5747.0,6028.0
329,order completed,5758.0,5759.0
356,attempt delivery A,5758.0,6775.0
281,order completed,5759.0,5760.0
317,attempt delivery C,5759.0,7611.0
207,order completed,5773.0,5774.0
382,attempt delivery C,5773.0,8480.0
401,place order,5790.0,5792.0
401,arrange standard order,5792.0,5806.0
343,attempt delivery A,5797.0,6690.0
302,order completed,5797.0,5798.0
402,place order,5800.0,5802.0
402,arrange custom order,5802.0,5827.0
369,pack A,5806.0,5825.0
401,pick from stock B,5806.0,5838.0
403,place order,5810.0,5812.0
403,arrange standard order,5812.0,5826.0
268,order completed,5814.0,5815.0
362,attempt delivery C,5814.0,7879.0
336,pack C,5816.0,5851.0
357,manufacture A,5816.0,6065.0
404,place order,5820.0,5822.0
404,arrange standard order,5822.0,5835.0
403,pick from stock C,5826.0,5875.0
402,manufacture B,5827.0,6189.0
405,place order,5830.0,5832.0
405,arrange custom order,5832.0,5852.0
404,pick from stock C,5835.0,5914.0
401,pack B,5838.0,5855.0
406,place order,5840.0,5842.0
406,arrange standard order,5842.0,5853.0
240,order completed,5847.0,5848.0
354,attempt delivery A,5847.0,6742.0
345,order completed,5849.0,5850.0
389,attempt delivery A,5849.0,7026.0
407,place order,5850.0,5852.0
407,arrange standard order,5852.0,5866.0
406,pick from stock B,5853.0,5875.0
408,place order,5860.0,5862.0
408,arrange standard order,5862.0,5872.0
409,place order,5870.0,5872.0
408,pick from stock B,5872.0,5927.0
409,arrange standard order,5872.0,5883.0
403,pack B,5875.0,5897.0
407,pick from stock C,5875.0,5938.0
406,pack A,5875.0,5895.0
410,place order,5880.0,5882.0
410,arrange custom order,5882.0,5904.0
409,pick from stock A,5883.0,5895.0
350,pack B,5886.0,5912.0
375,manufacture A,5886.0,6165.0
411,place order,5890.0,5892.0
411,arrange custom order,5892.0,5917.0
251,order completed,5894.0,5895.0
342,attempt delivery B,5894.0,7921.0
409,pack B,5895.0,5923.0
412,place order,5900.0,5902.0
412,arrange custom order,5902.0,5928.0
413,place order,5910.0,5912.0
413,arrange custom order,5912.0,5941.0
371,pack A,5913.0,5930.0
405,manufacture B,5913.0,6288.0
404,pack B,5914.0,5939.0
314,order completed,5918.0,5919.0
391,attempt delivery A,5918.0,7236.0
414,place order,5920.0,5922.0
414,arrange custom order,5922.0,5949.0
408,pack B,5927.0,5954.0
395,attempt delivery C,5928.0,7970.0
216,order completed,5928.0,5929.0
415,place order,5930.0,5932.0
415,arrange standard order,5932.0,5945.0
407,pack A,5938.0,5952.0
416,place order,5940.0,5942.0
416,arrange custom order,5942.0,5965.0
340,order completed,5943.0,5944.0
393,attempt delivery A,5943.0,6725.0
415,pick from stock A,5945.0,5962.0
318,attempt delivery B,5949.0,8061.0
247,order completed,5949.0,5950.0
417,place order,5950.0,5952.0
380,pack A,5952.0,5964.0
414,manufacture B,5952.0,6385.0
417,arrange standard order,5952.0,5967.0
293,order completed,5958.0,5959.0
320,attempt delivery A,5958.0,7131.0
418,place order,5960.0,5962.0
415,pack A,5962.0,5980.0
418,arrange custom order,5962.0,5987.0
352,pack C,5964.0,6012.0
383,manufacture A,5964.0,6208.0
381,pack B,5966.0,5996.0
417,pick from stock C,5967.0,6026.0
419,place order,5970.0,5972.0
419,arrange custom order,5972.0,5998.0
385,pack C,5979.0,6004.0
420,place order,5980.0,5982.0
420,arrange custom order,5982.0,6010.0
418,manufacture B,5987.0,6401.0
397,attempt delivery A,5998.0,6884.0
419,manufacture B,5998.0,6370.0
346,order completed,5998.0,5999.0
277,order completed,6001.0,6002.0
364,attempt delivery B,6001.0,8099.0
289,order completed,6002.0,6003.0
368,attempt delivery B,6002.0,7846.0
223,order completed,6008.0,6009.0
365,attempt delivery B,6008.0,7493.0
222,order completed,6015.0,6016.0
369,attempt delivery B,6015.0,7492.0
191,order completed,6024.0,6025.0
322,attempt delivery C,6024.0,8721.0
417,pack A,6026.0,6039.0
355,pack A,6028.0,6038.0
390,manufacture A,6028.0,6281.0
384,pack C,6034.0,6075.0
271,order completed,6046.0,6047.0
401,attempt delivery C,6046.0,8141.0
245,order completed,6063.0,6064.0
403,attempt delivery B,6063.0,7674.0
357,pack C,6065.0,6113.0
392,manufacture A,6065.0,6414.0
421,place order,6080.0,6082.0
421,arrange custom order,6082.0,6111.0
406,attempt delivery C,6083.0,8234.0
241,order completed,6083.0,6084.0
350,attempt delivery C,6083.0,8405.0
299,order completed,6084.0,6085.0
422,place order,6090.0,6092.0
422,arrange custom order,6092.0,6121.0
423,place order,6100.0,6102.0
423,arrange custom order,6102.0,6131.0
424,place order,6110.0,6112.0
421,manufacture B,6112.0,6547.0
424,arrange custom order,6112.0,6137.0
409,attempt delivery C,6117.0,8789.0
386,pack A,6117.0,6133.0
308,order completed,6117.0,6118.0
425,place order,6120.0,6122.0
398,pack A,6122.0,6139.0
425,arrange standard order,6122.0,6137.0
426,place order,6130.0,6132.0
426,arrange custom order,6132.0,6160.0
424,manufacture B,6137.0,6556.0
425,pick from stock C,6137.0,6191.0
427,place order,6140.0,6142.0
427,arrange custom order,6142.0,6167.0
387,pack B,6143.0,6171.0
428,place order,6150.0,6152.0
428,arrange standard order,6152.0,6167.0
254,order completed,6155.0,6156.0
336,attempt delivery A,6155.0,6878.0
388,pack C,6157.0,6207.0
429,place order,6160.0,6162.0
380,attempt delivery B,6162.0,8123.0
415,attempt delivery B,6162.0,8098.0
429,arrange standard order,6162.0,6175.0
234,order completed,6162.0,6163.0
261,order completed,6163.0,6164.0
375,pack B,6165.0,6187.0
394,manufacture A,6165.0,6450.0
427,manufacture B,6167.0,6591.0
428,pick from stock B,6167.0,6213.0
430,place order,6170.0,6172.0
430,arrange standard order,6172.0,6182.0
359,order completed,6174.0,6175.0
408,attempt delivery A,6174.0,7271.0
429,pick from stock C,6175.0,6221.0
298,order completed,6176.0,6177.0
371,attempt delivery C,6176.0,8698.0
431,place order,6180.0,6182.0
431,arrange custom order,6182.0,6205.0
402,pack A,6189.0,6200.0
432,place order,6190.0,6192.0
404,attempt delivery C,6192.0,9038.0
425,pack A,6192.0,6204.0
430,pick from stock C,6192.0,6260.0
432,arrange custom order,6192.0,6215.0
273,order completed,6192.0,6193.0
206,order completed,6194.0,6195.0
386,attempt delivery B,6194.0,8316.0
433,place order,6200.0,6202.0
433,arrange standard order,6202.0,6212.0
431,manufacture B,6205.0,6675.0
333,order completed,6206.0,6207.0
385,attempt delivery A,6206.0,6966.0
383,pack B,6208.0,6227.0
396,manufacture A,6208.0,6468.0
434,place order,6210.0,6212.0
433,pick from stock B,6212.0,6272.0
434,arrange custom order,6212.0,6237.0
428,pack B,6213.0,6228.0
432,manufacture B,6215.0,6623.0
398,attempt delivery B,6218.0,8009.0
297,order completed,6218.0,6219.0
355,attempt delivery A,6218.0,7649.0
292,order completed,6219.0,6220.0
435,place order,6220.0,6222.0
429,pack A,6222.0,6232.0
435,arrange standard order,6222.0,6233.0
436,place order,6230.0,6232.0
436,arrange standard order,6232.0,6242.0
435,pick from stock A,6233.0,6262.0
239,order completed,6236.0,6237.0
407,attempt delivery C,6236.0,8039.0
437,place order,6240.0,6242.0
436,pick from stock A,6242.0,6274.0
437,arrange standard order,6242.0,6256.0
438,place order,6250.0,6252.0
438,arrange standard order,6252.0,6265.0
437,pick from stock B,6256.0,6286.0
439,place order,6260.0,6262.0
430,pack C,6262.0,6308.0
435,pack A,6262.0,6277.0
439,arrange standard order,6262.0,6277.0
438,pick from stock C,6265.0,6325.0
440,place order,6270.0,6272.0
433,pack C,6272.0,6319.0
440,arrange custom order,6272.0,6301.0
436,pack A,6274.0,6288.0
439,pick from stock B,6277.0,6314.0
390,pack A,6281.0,6301.0
399,manufacture A,6281.0,6624.0
224,order completed,6282.0,6283.0
428,attempt delivery B,6282.0,8331.0
437,pack B,6286.0,6313.0
405,pack B,6288.0,6317.0
348,order completed,6299.0,6300.0
429,attempt delivery A,6299.0,7409.0
381,attempt delivery C,6304.0,8762.0
310,order completed,6304.0,6305.0
285,order completed,6305.0,6306.0
437,attempt delivery A,6313.0,7147.0
439,pack B,6314.0,6344.0
438,pack B,6325.0,6340.0
263,order completed,6329.0,6330.0
352,attempt delivery C,6329.0,9039.0
441,place order,6370.0,6372.0
419,pack A,6372.0,6383.0
441,arrange standard order,6372.0,6383.0
442,place order,6380.0,6382.0
442,arrange custom order,6382.0,6411.0
441,pick from stock C,6383.0,6433.0
414,pack A,6385.0,6395.0
230,order completed,6388.0,6389.0
435,attempt delivery B,6388.0,8344.0
244,order completed,6389.0,6390.0
390,attempt delivery B,6389.0,7907.0
443,place order,6390.0,6392.0
443,arrange standard order,6392.0,6405.0
